wind代码,证券名称,董事会预案日,股东大会公告日,初始资金规模(万元),预计持股数量(万股),占总股本比例,资金来源,股票来源,持股人数,员工认购比例,高管认购比例
300498.SZ,温氏股份,2016-02-03 00:00:00,2016-04-15 00:00:00,109215.2498,4297.4995,,员工薪酬及自筹资金,认购非公开发行,19090.0,92.6,7.4
002724.SZ,海洋王,2016-03-29 00:00:00,2016-04-15 00:00:00,2000.0,523.01,1.31,员工薪酬及自筹资金,竞价转让,640.0,82.62,11.38
300429.SZ,强力新材,2016-03-29 00:00:00,2016-04-16 00:00:00,3200.0,39.69,0.5,员工薪酬及自筹资金,竞价转让,135.0,99.25,0.75
831265.OC,宏源药业,2016-03-29 00:00:00,2016-04-16 00:00:00,2000.0,,,员工薪酬及自筹资金,竞价转让,74.0,97.6,2.4
000035.SZ,中国天楹,2016-03-25 00:00:00,2016-04-16 00:00:00,10800.0,1458.6257,1.18,"员工薪酬及自筹资金,股东或实际控制人借款",定向受让,148.0,50.69,49.31
002117.SZ,东港股份,2015-08-11 00:00:00,2016-04-19 00:00:00,26000.0,865.51,2.38,员工薪酬及自筹资金,"竞价转让,定向受让",460.0,,
600170.SH,上海建工,2016-03-26 00:00:00,2016-04-20 00:00:00,132376.0,,,员工薪酬及自筹资金,认购非公开发行,4826.0,98.29,1.71
300131.SZ,英唐智控,2016-04-07 00:00:00,2016-04-23 00:00:00,7000.0,1909.0909,1.78,员工薪酬及自筹资金,竞价转让,47.0,45.86,54.14
833362.OC,海通发展(退市),2016-04-07 00:00:00,2016-04-26 00:00:00,2560.0,1000.0,4.4917,员工薪酬及自筹资金,认购非公开发行,34.0,,
832495.OC,精铟海工,2016-02-05 00:00:00,2016-04-27 00:00:00,321.9039,107.3013,1.9076,员工薪酬及自筹资金,认购非公开发行,76.0,72.0413,27.9587
002286.SZ,保龄宝,2015-07-11 00:00:00,2016-04-29 00:00:00,25500.0,2211.6217,,员工薪酬及自筹资金,认购非公开发行,700.0,93.13,6.87
300234.SZ,开尔新材,2016-04-13 00:00:00,2016-04-29 00:00:00,7500.0,860.0,2.97,员工薪酬及自筹资金,竞价转让,330.0,84.0,16.0
000042.SZ,中洲控股,2016-04-16 00:00:00,2016-04-29 00:00:00,7500.0,1857.59,2.79,员工薪酬及自筹资金,竞价转让,170.0,58.69,41.31
830881.OC,圣泉集团,2016-03-31 00:00:00,2016-04-29 00:00:00,1500.0,386.0,0.6,员工薪酬及自筹资金,竞价转让,,,
603766.SH,隆鑫通用,2016-04-08 00:00:00,2016-04-29 00:00:00,2300.0,,,"员工薪酬及自筹资金,持股计划奖励金","竞价转让,定向受让",215.0,,
000948.SZ,南天信息,2016-03-15 00:00:00,2016-05-06 00:00:00,20000.0,1226.9938,,员工薪酬及自筹资金,认购非公开发行,626.0,85.49,14.51
601116.SH,三江购物,2016-04-08 00:00:00,2016-05-06 00:00:00,3500.0,,,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",15.0,40.0,60.0
002716.SZ,金贵银业,2016-04-20 00:00:00,2016-05-07 00:00:00,10000.0,1370.0,2.72,员工薪酬及自筹资金,"竞价转让,定向受让",335.0,69.02,30.98
834801.OC,淳中科技(退市),2016-04-13 00:00:00,2016-05-07 00:00:00,1287.0,42.9,10.0,员工薪酬及自筹资金,认购非公开发行,59.0,66.67,33.33
300241.SZ,瑞丰光电,2016-04-02 00:00:00,2016-05-10 00:00:00,2750.0,357.14,1.42,员工薪酬及自筹资金,竞价转让,209.0,90.91,9.09
300096.SZ,易联众,2016-04-27 00:00:00,2016-05-13 00:00:00,23000.0,1597.777,,员工薪酬及自筹资金,认购非公开发行,192.0,50.07,49.93
002609.SZ,捷顺科技,2016-04-22 00:00:00,2016-05-17 00:00:00,1000.0,553.1,0.92,员工薪酬及自筹资金,定向受让,12.0,12.0,88.0
002573.SZ,清新环境,2016-04-26 00:00:00,2016-05-18 00:00:00,10000.0,1783.0,1.67,员工薪酬及自筹资金,"竞价转让,定向受让",1000.0,93.6,6.4
834322.OC,赛思软件,2016-04-28 00:00:00,2016-05-18 00:00:00,258.0,,10.0,员工薪酬及自筹资金,认购非公开发行,70.0,,
002498.SZ,汉缆股份,2015-07-21 00:00:00,2016-05-19 00:00:00,40000.0,,,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",3000.0,94.2,5.8
300117.SZ,嘉寓股份,2016-04-30 00:00:00,2016-05-19 00:00:00,10000.0,1256.0,1.75,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",414.0,86.6,13.4
600568.SH,中珠医疗,2016-04-23 00:00:00,2016-05-20 00:00:00,18500.0,5909.3893,9.27,员工薪酬及自筹资金,竞价转让,100.0,44.33,55.67
002434.SZ,万里扬,2016-04-25 00:00:00,2016-05-20 00:00:00,27540.0,3000.0,2.22,员工薪酬及自筹资金,认购非公开发行,42.0,,
834218.OC,和创科技,2016-05-07 00:00:00,2016-05-20 00:00:00,564.779,564.779,5.0,员工薪酬及自筹资金,认购非公开发行,200.0,,
300199.SZ,翰宇药业,2016-05-10 00:00:00,2016-05-21 00:00:00,5000.0,,,"员工薪酬及自筹资金,股东或实际控制人借款",竞价转让,235.0,90.0,10.0
002301.SZ,齐心集团,2016-04-30 00:00:00,2016-05-21 00:00:00,8000.0,1680.67,4.4985,员工薪酬及自筹资金,竞价转让,150.0,83.75,16.25
600388.SH,龙净环保,2016-04-28 00:00:00,2016-05-21 00:00:00,4502.8956,,,持股计划奖励金,竞价转让,385.0,74.4,25.6
002345.SZ,潮宏基,2016-05-10 00:00:00,2016-05-26 00:00:00,6000.0,603.015,,"员工薪酬及自筹资金,股东或实际控制人借款",认购非公开发行,200.0,60.0,40.0
300001.SZ,特锐德,2016-05-16 00:00:00,2016-05-31 00:00:00,50000.0,2448.58,2.44,员工薪酬及自筹资金,"竞价转让,定向受让",500.0,32.0,68.0
000826.SZ,启迪环境,2016-04-28 00:00:00,2016-05-31 00:00:00,14979.6,540.0,0.45,员工薪酬及自筹资金,认购非公开发行,360.0,,
600690.SH,海尔智家,2016-04-29 00:00:00,2016-06-01 00:00:00,25000.0,,,持股计划奖励金,,530.0,81.4,18.6
603729.SH,龙韵股份,2016-05-11 00:00:00,2016-06-06 00:00:00,3951.5,135.0,2.0,员工薪酬及自筹资金,竞价转让,72.0,13.58,86.42
002528.SZ,英飞拓,2016-05-23 00:00:00,2016-06-08 00:00:00,10000.0,944.29,1.33,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",26.0,51.5,27.0
002405.SZ,四维图新,2016-05-17 00:00:00,2016-06-08 00:00:00,40000.0,1563.11,1.79,员工薪酬及自筹资金,认购非公开发行,24.0,52.03,47.98
600067.SH,冠城大通,2016-05-24 00:00:00,2016-06-09 00:00:00,10000.0,,,员工薪酬及自筹资金,定向受让,300.0,65.29,34.71
600067.SH,冠城大通,2016-05-24 00:00:00,2016-06-09 00:00:00,10000.0,4680.19,3.15,员工薪酬及自筹资金,竞价转让,300.0,64.2,35.8
002277.SZ,友阿股份,2016-05-24 00:00:00,2016-06-13 00:00:00,20000.0,1857.01,3.28,员工薪酬及自筹资金,竞价转让,114.0,52.5,47.5
601717.SH,郑煤机,2016-03-25 00:00:00,2016-06-14 00:00:00,5736.0,972.2033,,员工薪酬及自筹资金,认购非公开发行,354.0,68.27,31.73
603010.SH,万盛股份,2016-05-30 00:00:00,2016-06-15 00:00:00,7500.0,888.0,3.49,员工薪酬及自筹资金,"竞价转让,定向受让",110.0,20.53,79.47
600731.SH,湖南海利,2016-04-12 00:00:00,2016-06-16 00:00:00,3820.0,507.3,,员工薪酬及自筹资金,认购非公开发行,109.0,45.03,54.97
603008.SH,喜临门,2015-08-27 00:00:00,2016-06-17 00:00:00,10000.0,714.1582,1.8,员工薪酬及自筹资金,认购非公开发行,150.0,77.18,22.82
600446.SH,金证股份,2016-06-03 00:00:00,2016-06-21 00:00:00,5600.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",856.0,99.37,0.63
002218.SZ,拓日新能,2016-05-30 00:00:00,2016-06-21 00:00:00,966.0,121.05,0.196,"员工薪酬及自筹资金,股东或实际控制人借款",竞价转让,75.0,73.6,26.4
600240.SH,*ST华业,2016-06-04 00:00:00,2016-06-21 00:00:00,10000.0,2000.0,2.0,员工薪酬及自筹资金,定向受让,100.0,70.0,30.0
600289.SH,*ST信通,2016-05-18 00:00:00,2016-06-21 00:00:00,940.4,74.4,0.13,员工薪酬及自筹资金,竞价转让,78.0,25.56,74.44
002439.SZ,启明星辰,2016-06-03 00:00:00,2016-06-22 00:00:00,13141.633,655.443,0.73,员工薪酬及自筹资金,认购非公开发行,785.0,95.99,4.01
600499.SH,科达洁能,2016-06-01 00:00:00,2016-06-22 00:00:00,8700.0,597.0,0.85,员工薪酬及自筹资金,竞价转让,161.0,84.71,15.29
000858.SZ,五粮液,2015-10-31 00:00:00,2016-06-23 00:00:00,51348.0,2278.0834,,员工薪酬及自筹资金,认购非公开发行,3000.0,91.47,8.53
300335.SZ,迪森股份,2016-06-07 00:00:00,2016-06-24 00:00:00,2144.0,127.47,0.35,员工薪酬及自筹资金,"竞价转让,定向受让",13.0,100.0,0.0
600963.SH,岳阳林纸,2015-06-17 00:00:00,2016-06-24 00:00:00,3940.6,610.0,,员工薪酬及自筹资金,认购非公开发行,223.0,83.11,16.89
300335.SZ,迪森股份,2016-06-07 00:00:00,2016-06-24 00:00:00,5233.0,622.24,1.72,员工薪酬及自筹资金,"竞价转让,定向受让",32.0,42.1,57.9
836414.OC,欧普泰,2016-06-07 00:00:00,2016-06-24 00:00:00,180.0,180.0,,员工薪酬及自筹资金,认购非公开发行,5.0,100.0,
600086.SH,东方金钰,2016-06-07 00:00:00,2016-06-25 00:00:00,6660.0,1324.06,0.98,员工薪酬及自筹资金,竞价转让,24.0,53.15,46.85
831713.OC,天源环保(退市),2016-06-07 00:00:00,2016-06-25 00:00:00,3652.0,811.5556,,员工薪酬及自筹资金,认购非公开发行,70.0,100.0,
832950.OC,益盟股份,2016-06-09 00:00:00,2016-06-25 00:00:00,3300.0,550.0,1.2570000000000001,员工薪酬及自筹资金,认购非公开发行,183.0,,
830899.OC,联讯证券,2015-08-26 00:00:00,2016-06-28 00:00:00,21149.2,14290.0,5.0,员工薪酬及自筹资金,认购非公开发行,1300.0,79.18,20.82
833918.OC,融安特,2016-06-08 00:00:00,2016-06-28 00:00:00,499.9712,436.275,25.0,员工薪酬及自筹资金,认购非公开发行,19.0,100.0,
600185.SH,格力地产,2016-06-01 00:00:00,2016-07-05 00:00:00,1500.0,,,员工薪酬及自筹资金,竞价转让,200.0,78.0,22.0
000034.SZ,神州数码,2016-06-22 00:00:00,2016-07-09 00:00:00,29710.0,1888.7476,10.0,员工薪酬及自筹资金,认购非公开发行,1466.0,89.46,10.54
300041.SZ,回天新材,2016-06-20 00:00:00,2016-07-09 00:00:00,25400.0,2537.4625,,员工薪酬及自筹资金,认购非公开发行,90.0,52.4,47.6
002201.SZ,九鼎新材,2016-06-22 00:00:00,2016-07-09 00:00:00,5000.0,1170.96,4.58,员工薪酬及自筹资金,"竞价转让,定向受让",100.0,44.4,55.6
002657.SZ,中科金财,2016-06-23 00:00:00,2016-07-11 00:00:00,4000.0,240.0,0.71,员工薪酬及自筹资金,"竞价转让,定向受让",300.0,84.41,15.59
832620.OC,中安股份,2016-06-25 00:00:00,2016-07-13 00:00:00,1000.0,1000.0,,员工薪酬及自筹资金,"竞价转让,定向受让",70.0,,
300221.SZ,银禧科技,2016-06-16 00:00:00,2016-07-14 00:00:00,6000.0,486.82599999999996,,员工薪酬及自筹资金,认购非公开发行,60.0,88.13,11.87
000623.SZ,吉林敖东,2016-06-30 00:00:00,2016-07-16 00:00:00,51000.0,1980.9743,2.21,"员工薪酬及自筹资金,持股计划奖励金",上市公司回购,2853.0,82.61,17.39
430375.OC,星立方,2016-07-01 00:00:00,2016-07-20 00:00:00,1200.0,1200.0,10.0,员工薪酬及自筹资金,"竞价转让,定向受让",,100.0,
000703.SZ,恒逸石化,2016-07-07 00:00:00,2016-07-23 00:00:00,9890.0,,,员工薪酬及自筹资金,竞价转让,269.0,81.53,18.47
837265.OC,众荟信息(退市),2016-07-13 00:00:00,2016-07-29 00:00:00,1209.6,,10.0,员工薪酬及自筹资金,认购非公开发行,84.0,74.5286,25.4714
600681.SH,百川能源,2016-06-24 00:00:00,2016-07-29 00:00:00,12000.0,1970.44,2.04,员工薪酬及自筹资金,"竞价转让,定向受让",200.0,46.75,47.0
002009.SZ,天奇股份,2016-07-14 00:00:00,2016-07-30 00:00:00,2000.0,262.64,0.72,"员工薪酬及自筹资金,持股计划奖励金,股东或实际控制人借款",竞价转让,,,
603030.SH,全筑股份,2016-07-16 00:00:00,2016-08-03 00:00:00,3024.0,103.17,0.64,员工薪酬及自筹资金,竞价转让,40.0,80.69,19.31
002461.SZ,珠江啤酒,2015-07-24 00:00:00,2016-08-05 00:00:00,6252.8884,618.4855,0.56,员工薪酬及自筹资金,认购非公开发行,413.0,77.05,22.95
002215.SZ,诺普信,2016-07-21 00:00:00,2016-08-06 00:00:00,26880.0,4900.64,5.3,"员工薪酬及自筹资金,股东或实际控制人借款",竞价转让,650.0,91.91,8.09
600497.SH,驰宏锌锗,2016-07-09 00:00:00,2016-08-13 00:00:00,18664.152,4465.1081,0.84,"员工薪酬及自筹资金,持股计划奖励金",认购非公开发行,4859.0,97.1,2.9
603718.SH,海利生物,2016-06-24 00:00:00,2016-08-16 00:00:00,10000.0,1306.3357,2.03,员工薪酬及自筹资金,竞价转让,100.0,25.0,75.0
300014.SZ,亿纬锂能,2016-07-12 00:00:00,2016-08-17 00:00:00,3000.0,57.86,0.14,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",200.0,92.33,7.67
835092.OC,钢银电商,2016-07-27 00:00:00,2016-08-17 00:00:00,805.86,537.24,,员工薪酬及自筹资金,认购非公开发行,109.0,76.55,23.45
300104.SZ,乐视网,2016-07-29 00:00:00,2016-08-17 00:00:00,51000.0,1051.5464,,员工薪酬及自筹资金,"竞价转让,定向受让",28.0,48.74,51.26
300281.SZ,金明精机,2016-08-02 00:00:00,2016-08-19 00:00:00,4000.0,569.395,2.33,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",120.0,56.87,43.13
833029.OC,鹏信科技,2016-08-03 00:00:00,2016-08-19 00:00:00,,,,员工薪酬及自筹资金,"竞价转让,定向受让",22.0,44.0,56.0
600572.SH,康恩贝,2016-07-30 00:00:00,2016-08-20 00:00:00,15000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",1500.0,99.93,0.07
002777.SZ,久远银海,2016-03-29 00:00:00,2016-08-23 00:00:00,4795.0,134.24,0.84,员工薪酬及自筹资金,认购非公开发行,9.0,0.0,100.0
834640.OC,达普电子(退市),2016-08-05 00:00:00,2016-08-24 00:00:00,343.0,343.0,,员工薪酬及自筹资金,认购非公开发行,95.0,22.23,77.77
002217.SZ,合力泰,2016-08-08 00:00:00,2016-08-24 00:00:00,20000.0,1325.381,,员工薪酬及自筹资金,竞价转让,500.0,,
600502.SH,安徽水利,2016-03-31 00:00:00,2016-08-30 00:00:00,60800.0,5438.2826,6.13,员工薪酬及自筹资金,认购非公开发行,2695.0,95.56,4.44
600035.SH,楚天高速,2016-07-16 00:00:00,2016-08-30 00:00:00,3941.216,849.4,,员工薪酬及自筹资金,认购非公开发行,105.0,54.09,45.91
836658.OC,幻响神州,2016-08-17 00:00:00,2016-09-03 00:00:00,165.78,82.89,,员工薪酬及自筹资金,认购非公开发行,59.0,,
833209.OC,苏州园林(退市),2016-08-13 00:00:00,2016-09-03 00:00:00,4400.0,4400.0,,员工薪酬及自筹资金,认购非公开发行,16.0,,
002758.SZ,华通医药,2016-08-19 00:00:00,2016-09-07 00:00:00,15240.0,920.2898,,"员工薪酬及自筹资金,股东或实际控制人借款",认购非公开发行,182.0,99.18,0.82
002714.SZ,牧原股份,2016-04-11 00:00:00,2016-09-13 00:00:00,100000.0,4053.51,3.4917,员工薪酬及自筹资金,认购非公开发行,432.0,100.0,0.0
002425.SZ,凯撒文化,2016-08-25 00:00:00,2016-09-13 00:00:00,17500.0,1598.17,3.14,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",100.0,31.43,68.57
002044.SZ,美年健康,2016-08-30 00:00:00,2016-09-19 00:00:00,50000.0,7961.7834,3.29,员工薪酬及自筹资金,"竞价转让,定向受让",1000.0,66.4,33.6
000524.SZ,岭南控股,2016-08-25 00:00:00,2016-09-20 00:00:00,13959.692,1259.9,1.88,员工薪酬及自筹资金,认购非公开发行,363.0,95.97,4.03
002718.SZ,友邦吊顶,2016-06-18 00:00:00,2016-09-20 00:00:00,7854.0,100.51,1.15,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",408.0,88.29,11.71
600439.SH,瑞贝卡,2016-09-03 00:00:00,2016-09-20 00:00:00,20000.0,3154.57,3.34,"员工薪酬及自筹资金,股东或实际控制人借款",竞价转让,200.0,79.0,21.0
835640.OC,富士达,2016-03-31 00:00:00,2016-09-20 00:00:00,1494.9,330.0,5.2632,员工薪酬及自筹资金,认购非公开发行,,,
300236.SZ,上海新阳,2016-08-24 00:00:00,2016-09-21 00:00:00,4000.0,183.0,0.94,员工薪酬及自筹资金,"竞价转让,定向受让",200.0,58.125,41.875
833362.OC,海通发展(退市),2016-08-31 00:00:00,2016-09-21 00:00:00,2560.0,1000.0,4.3,员工薪酬及自筹资金,认购非公开发行,34.0,,45.0
002707.SZ,众信旅游,2016-09-07 00:00:00,2016-09-23 00:00:00,5000.0,512.38,,员工薪酬及自筹资金,"竞价转让,定向受让",500.0,100.0,0.0
002200.SZ,*ST云投,2015-09-28 00:00:00,2016-09-23 00:00:00,990.0,81.5485,,员工薪酬及自筹资金,认购非公开发行,43.0,77.78,22.22
831235.OC,点米科技,2016-09-10 00:00:00,2016-09-24 00:00:00,826.28,118.04,,员工薪酬及自筹资金,认购非公开发行,61.0,,
002552.SZ,宝鼎科技,2016-03-22 00:00:00,2016-09-29 00:00:00,6940.0,544.741,,员工薪酬及自筹资金,认购非公开发行,37.0,72.2622,27.7378
002682.SZ,龙洲股份,2016-09-14 00:00:00,2016-09-30 00:00:00,12000.0,1134.2155,,员工薪酬及自筹资金,认购非公开发行,399.0,83.08,16.92
002083.SZ,孚日股份,2016-09-23 00:00:00,2016-10-11 00:00:00,6882.0,1053.91,1.16,员工薪酬及自筹资金,竞价转让,712.0,94.62,5.38
002331.SZ,皖通科技,2016-09-22 00:00:00,2016-10-14 00:00:00,7500.0,,,员工薪酬及自筹资金,竞价转让,310.0,92.9,7.1
002528.SZ,英飞拓,2016-09-30 00:00:00,2016-10-18 00:00:00,20000.0,2528.0,2.42,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",170.0,68.65,13.5
600475.SH,华光股份,2016-08-13 00:00:00,2016-10-21 00:00:00,11842.5,896.3872,1.6,员工薪酬及自筹资金,认购非公开发行,1261.0,94.76,5.24
300296.SZ,利亚德,2016-10-11 00:00:00,2016-10-26 00:00:00,30000.0,,,员工薪酬及自筹资金,竞价转让,600.0,,
000651.SZ,格力电器,2016-08-19 00:00:00,2016-10-31 00:00:00,237439.48,15249.81,2.04,员工薪酬及自筹资金,认购非公开发行,4698.0,55.94,44.06
300174.SZ,元力股份,2016-10-15 00:00:00,2016-11-01 00:00:00,10000.0,195.77,1.4395,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",70.0,,
300292.SZ,吴通控股,2016-10-25 00:00:00,2016-11-10 00:00:00,5000.0,948.4404,0.74,员工薪酬及自筹资金,定向受让,417.0,49.9,50.1
002660.SZ,茂硕电源,2016-10-25 00:00:00,2016-11-11 00:00:00,2000.0,,,员工薪酬及自筹资金,竞价转让,44.0,45.2,54.8
002367.SZ,康力电梯,2016-10-27 00:00:00,2016-11-12 00:00:00,47000.0,3071.9,3.85,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",,96.15,3.85
300353.SZ,东土科技,2016-10-26 00:00:00,2016-11-12 00:00:00,8850.0,400.6337,0.775,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",157.0,90.06,9.94
830931.OC,仁会生物,2016-09-23 00:00:00,2016-11-12 00:00:00,1000.0,22.22,0.14,员工薪酬及自筹资金,"竞价转让,定向受让",,,
600763.SH,通策医疗,2016-08-26 00:00:00,2016-11-17 00:00:00,13207.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",800.0,,
300145.SZ,中金环境,2016-10-25 00:00:00,2016-11-19 00:00:00,40000.0,2122.39,3.18,股东或实际控制人借款,竞价转让,120.0,96.825,3.175
600976.SH,健民集团,2016-10-01 00:00:00,2016-11-23 00:00:00,7200.0,286.05,1.44,员工薪酬及自筹资金,认购非公开发行,60.0,45.83,54.17
002592.SZ,八菱科技,2016-11-07 00:00:00,2016-11-24 00:00:00,25000.0,,,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",64.0,71.43,28.57
835629.OC,华伟股份,2016-11-12 00:00:00,2016-11-29 00:00:00,202.5,101.25,1.7042,员工薪酬及自筹资金,定向受让,,,
002450.SZ,*ST康得,2016-11-17 00:00:00,2016-12-05 00:00:00,20000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",500.0,100.0,0.0
002684.SZ,*ST猛狮,2016-11-19 00:00:00,2016-12-06 00:00:00,12000.0,772.2007,10.0,员工薪酬及自筹资金,"竞价转让,定向受让",165.0,65.28,34.72
002489.SZ,浙江永强,2016-11-21 00:00:00,2016-12-07 00:00:00,30000.0,4189.9441,5.78,"员工薪酬及自筹资金,股东或实际控制人借款",竞价转让,180.0,53.47,46.53
002768.SZ,国恩股份,2016-11-21 00:00:00,2016-12-07 00:00:00,6000.0,426.74,1.78,员工薪酬及自筹资金,"竞价转让,定向受让",200.0,52.67,47.33
603828.SH,柯利达,2016-11-21 00:00:00,2016-12-07 00:00:00,6525.0,503.28,2.73,员工薪酬及自筹资金,"竞价转让,定向受让",,48.51,51.49
603828.SH,柯利达,2016-11-21 00:00:00,2016-12-07 00:00:00,6525.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",,48.51,51.49
836455.OC,中溶科技,2016-11-23 00:00:00,2016-12-08 00:00:00,1000.0,71.42,0.68,员工薪酬及自筹资金,"竞价转让,定向受让",,,
600703.SH,三安光电,2016-11-24 00:00:00,2016-12-10 00:00:00,60000.0,9732.36,2.39,员工薪酬及自筹资金,"竞价转让,定向受让",1098.0,88.0,12.0
002766.SZ,*ST索菱,2016-11-25 00:00:00,2016-12-13 00:00:00,9300.0,,,员工薪酬及自筹资金,竞价转让,75.0,64.35,35.65
002399.SZ,海普瑞,2016-11-26 00:00:00,2016-12-13 00:00:00,40000.0,2131.0602,1.71,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",240.0,52.995,47.005
300182.SZ,捷成股份,2016-11-29 00:00:00,2016-12-15 00:00:00,25000.0,2297.79,0.897,员工薪酬及自筹资金,"竞价转让,定向受让",14.0,68.0,32.0
300339.SZ,润和软件,2016-12-03 00:00:00,2016-12-20 00:00:00,17000.0,1023.0,2.86,员工薪酬及自筹资金,"竞价转让,定向受让",1200.0,86.59,13.41
002183.SZ,怡亚通,2016-12-06 00:00:00,2016-12-22 00:00:00,50000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",400.0,86.22,13.78
600185.SH,格力地产,2016-12-06 00:00:00,2016-12-22 00:00:00,3000.0,491.8032,0.24,员工薪酬及自筹资金,竞价转让,150.0,78.33,21.67
300136.SZ,信维通信,2016-12-03 00:00:00,2016-12-23 00:00:00,65000.0,4730.71,4.92,员工薪酬及自筹资金,竞价转让,50.0,61.54,38.46
300159.SZ,新研股份,2016-12-10 00:00:00,2016-12-27 00:00:00,20000.0,,,员工薪酬及自筹资金,"竞价转让,定向受让",60.0,70.0,30.0
002313.SZ,日海智能,2016-12-10 00:00:00,2016-12-27 00:00:00,5500.0,1867.56,5.99,员工薪酬及自筹资金,竞价转让,85.0,40.29,59.71
834418.OC,好买财富,2016-11-26 00:00:00,2016-12-27 00:00:00,412.2,180.0,0.52,员工薪酬及自筹资金,认购非公开发行,,,
002143.SZ,*ST印纪,2016-12-12 00:00:00,2016-12-29 00:00:00,6000.0,388.8528,,员工薪酬及自筹资金,"竞价转让,定向受让",19.0,65.5,34.5
300200.SZ,高盟新材,2016-12-01 00:00:00,2016-12-29 00:00:00,11200.61,768.2174,2.95,员工薪酬及自筹资金,认购非公开发行,77.0,24.87,75.13
838466.OC,仁达股份(退市),2016-12-15 00:00:00,2016-12-30 00:00:00,360.3,,6.28,员工薪酬及自筹资金,认购非公开发行,89.0,100.0,0.0
603678.SH,火炬电子,2016-12-14 00:00:00,2016-12-30 00:00:00,10000.0,254.1,1.4033,"员工薪酬及自筹资金,股东或实际控制人借款",竞价转让,250.0,66.2,33.8
601899.SH,紫金矿业,2016-07-09 00:00:00,2016-12-31 00:00:00,40170.0,13000.0,,员工薪酬及自筹资金,认购非公开发行,3200.0,83.85,16.15
300299.SZ,富春股份,2016-12-15 00:00:00,2016-12-31 00:00:00,10000.0,999.0,2.63,员工薪酬及自筹资金,"竞价转让,定向受让",52.0,69.0,31.0
300299.SZ,富春股份,2016-12-15 00:00:00,2016-12-31 00:00:00,10000.0,999.0,2.63,员工薪酬及自筹资金,"竞价转让,定向受让",110.0,35.0,65.0
300050.SZ,世纪鼎利,2016-12-20 00:00:00,2017-01-05 00:00:00,13297.0,1048.6593,2.1,"员工薪酬及自筹资金,持股计划奖励金",认购非公开发行,105.0,31.23,68.77
002583.SZ,海能达,2016-11-21 00:00:00,2017-01-06 00:00:00,36361.2926,,,"员工薪酬及自筹资金,股东或实际控制人借款",认购非公开发行,1905.0,100.0,0.0
002099.SZ,海翔药业,2016-12-19 00:00:00,2017-01-07 00:00:00,44116.075,5007.5,,员工薪酬及自筹资金,认购非公开发行,367.0,76.04,23.96
603959.SH,百利科技,2016-12-21 00:00:00,2017-01-09 00:00:00,15000.0,512.47,2.29,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",510.0,84.67,15.33
300466.SZ,赛摩电气,2016-12-12 00:00:00,2017-01-12 00:00:00,534.0,19.9477,,员工薪酬及自筹资金,认购非公开发行,40.0,100.0,0.0
300347.SZ,泰格医药,2016-12-26 00:00:00,2017-01-13 00:00:00,15000.0,1129.52,2.38,员工薪酬及自筹资金,"竞价转让,定向受让",200.0,98.03,1.97
838824.OC,中兴软创(退市),2016-12-30 00:00:00,2017-01-14 00:00:00,18060.0,6000.0,10.0,员工薪酬及自筹资金,认购非公开发行,600.0,,
603618.SH,杭电股份,2016-12-29 00:00:00,2017-01-16 00:00:00,5500.0,894.3,1.3,员工薪酬及自筹资金,"竞价转让,定向受让",1000.0,80.0,20.0
600873.SH,梅花生物,2017-01-04 00:00:00,2017-01-17 00:00:00,20000.0,3030.3,0.98,"员工薪酬及自筹资金,股东或实际控制人借款","竞价转让,定向受让",630.0,82.5,17.5
600330.SH,天通股份,2016-12-21 00:00:00,2017-01-17 00:00:00,4550.0,946.12,1.139,员工薪酬及自筹资金,竞价转让,500.0,66.59,33.41
002653.SZ,海思科,2016-12-31 00:00:00,2017-01-17 00:00:00,10100.0,1077.0806,0.997,员工薪酬及自筹资金,定向受让,5.0,40.0,60.0
603258.SH,电魂网络,2016-12-30 00:00:00,2017-01-18 00:00:00,3000.0,49.49,0.21,员工薪酬及自筹资金,"竞价转让,定向受让",130.0,100.0,0.0
